book_title,author_name,keywords
Vows,LaVyrle Spencer,spencer; showed; kiss; endearment; feminine; flew; aching; infuriating; challenged; engaged; sparks; devil; feisty; vows; realized; emily; beds; man; importance; hummingbird
Big Sur and the Oranges of Hieronymus Bosch,Henry Miller,miller; henry; sur; writers; big; tropic; restraints; mystics; appealing; innocents; infectious; paradise; colorful; brimming; celebrity; meditation; testament; section; sophisticated; fine
"Sierra Jensen Collection, Vol. 1",Robin Jones Gunn (Goodreads Author),jensen; born; christy; novelist; poet; wishes; god; writer; wish; english; miller; series; portland; friends; playwright; chile; disappear; new; meeting; weekend
Scorched,Laura Griffin (Goodreads Author),kelsey; novel; evans; fiction; fonda; sybil; 2026; times; list; 2025; called; murder; gradually; alongside; seller; philippines; guessed; hints; broke; ticking
Reforming Marriage,Douglas Wilson (Goodreads Author),marriage; collective; collaborative; multiple; pen; novels; hearts; notable; names; written; authors; godly; proceed; husbands; douglas; marriages; wives; walker; wilson; biblical
The Air-Conditioned Nightmare,Henry Miller,miller; henry; sections; expatriate; visiting; keen; 1939; odyssey; descriptions; roots; years; native; tropic; result; returned; desire; air; nightmare; states; making
Pandora's Lab: Seven Stories of Science Gone Wrong,Paul A. Offit,offit; vaccine; science; ideas; rise; epidemic; lessons; vaccines; using; today; medicine; good; ingredient; speaker; mistaken; treatments; heyday; disastrously; cigarettes; autism
Time Mends,Tammy Blackwell (Goodreads Author),gorman; scout; librarianship; library; librarians; values; time; depending; dialogue; seers; display; donovan; jackie; whisperer; binds; shifters; heartbroken; ala; libraries; battered
Twisted,Laura Griffin (Goodreads Author),wolfe; novel; evans; allison; fiction; fonda; sybil; 2026; times; list; 2025; slam; profiler; psychopath; tempting; contacts; predator; id; called; woman
1861: The Civil War Awakening,Adam Goodheart,island; 1861; civil; civilization; discovery; awakening; slaves; earth; war; founders; geographic; starr; sentinel; ocean; acrobatic; corridors; heretofore; unfolded; idealistic; defining
Street Bitches Don't Need Love 2,Alicia Howard (Goodreads Author),craig; novelist; born; cause; decides; english; poet; secrets; sample; spiraling; piss; hustler; writer; directed; losses; eliminate; options; fiend; liking; unbeknownst
Essential The Amazing Spider-Man Vol. 5,"Stan Lee (Writer), Roy Thomas (Writer)",marvel; 113; spider; 90; amazing; thomas; comics; man; conan; dc; sonja; lee; comic; 1966; 1972; stan; avengers; dracula; roy; red
الانفجار,محمد حسنين هيكل,egyptian; فى; هذا; الى; أن; 1967; من; arabic; al; لم; حتى; ذلك; muhammad; reforms; cairo; فهو; لها; cabinet; omar; egypt
The Star Scroll,Melanie Rawn,daw; rohan; rawn; high; prince; dragon; sunrunners; pol; roberson; sunrunner; greenberg; melanie; trilogy; category; thorns; ruins; exiles; key; pawns; reclaiming
Zły,Leopold Tyrmand,tyrmand; ni; że; na; się; poland; polish; tylko; marta; polski; ludzie; który; której; książka; czasach; bez; od; tym; tak; naprawdę
The Touch,F. Paul Wilson (Goodreads Author),alan; repairman; isbn; jack; wilson; fixes; power; dat; foundation; 7653; physician; wheels; cure; quick; illness; dr; short; touch; healer; family
Lucy Crown,Irwin Shaw,shaw; lucy; irwin; apart; son; tony; vermont; rips; infidelity; 1937; oliver; crown; family; tears; bar; depression; walks; members; paris; affair
100 Selected Poems,E.E. Cummings,cummings; poems; poetry; acute; technical; synthesis; harvested; wittiest; structures; lyricism; 1959; poets; demonstrate; verse; imagery; ingenuity; radically; critics; precision; poetic
Sunrunner's Fire,Melanie Rawn,daw; rawn; andry; pol; sunrunner; rohan; dragon; roberson; foe; dragons; greenberg; melanie; trilogy; magic; category; thorns; scroll; ruins; vanquished; exiles
Sacred Texts of the World,Grant Hardy,mormon; texts; hardy; writings; sacred; faiths; religions; lectures; scriptures; addition; christian; book; grant; major; studies; ideals; hindu; anchored; confucius; smaller
Reborn,F. Paul Wilson (Goodreads Author),jim; repairman; isbn; jack; wilson; fixes; clue; apocalyptic; warnings; plagued; mansion; nobel; genetic; victorian; 7653; inheritance; origins; wheels; quick; orphan
The Last Guardian,David Gemmell,gemmell; shannow; legend; deadly; burst; floating; worship; shut; dreaming; atlantis; jon; portal; accomplish; shining; gate; beasts; walked; clouds; stuff; gathered
Bread Upon the Waters,Irwin Shaw,shaw; irwin; lawyer; wealthy; necessarily; strands; altered; gifts; family; wall; helps; content; lonely; stands; street; teenage; money; daughter; self; night
Realm of the Reaper,Katherine Applegate,applegate; zoey; everworld; april; exist; shouldn; welcome; 1996; strange; series; place; real; things; trolls; entertained; merlin; vikings; ivan; 1994; gotten
In Search of Fatima: A Palestinian Story,Ghada Karmi,israel; fatima; palestine; palestinian; conflict; jerusalem; loss; archived; search; guardian; original; al; unusually; transcends; powerful; suspended; suffered; 2007; author; refugees
Turn,Sara's Girl,potter; harry; sara; film; ron; malfoy; hermione; granger; draco; blaise; joseph; deserves; apparently; relationships; turn; restrictions; rahman; anna; ben; good
Čudo u Poskokovoj Dragi,Ante Tomić,je; team; season; roman; points; croatian; se; barcelona; madrid; games; nba; ovo; koji; ante; draft; autor; im; played; su; da
The Dead and Buried,Kim Harrington (Goodreads Author),higgins; clark; school; moved; ghost; girl; haunted; house; doesn; things; untimely; dreamy; home; otherworldly; investigates; whisper; stake; invisible; ruled; just
"The Golden Ticket: P, Np, and the Search for the Impossible",Lance Fortnow,computer; problem; complexity; interactive; theory; ticket; solution; proof; golden; science; explores; quickly; chair; market; hierarchy; examined; prove; email; economics; history
El instante en que te vi,María Laura Gamberro,la; que; mario; en; su; sus; starred; film; el; vida; se; spanish; actor; una; television; steps; él; los; acting; le
Skybound,Wendy Beck (Goodreads Author),faris; ll; 9th; unacceptable; solutions; climb; slips; expectations; paranormal; situations; unimaginable; longs; truths; treacherous; spread; note; piece; word; forgotten; sexual
Here Before Kilroy,Su Walton,su; adoptive; cousins; amid; interests; twin; bound; reason; rest; adam; challenge; universe; issues; existence; sets; boy; ibm; school; ceo; friends
The Proposal,Tasmina Perry,perry; london; manhattan; love; daddy; magazine; strangers; goodbye; story; heat; mentor; claire; tasmina; tonight; waited; expertly; sealed; santa; adore; layered
A Devil in Paradise,Henry Miller,miller; henry; financed; conrad; paradise; guest; mercy; devil; sur; cunning; mr; europe; paris; having; tropic; contemporary; literature; brought; big; act
SS-GB,Len Deighton,deighton; archer; ss; len; german; england; berlin; yard; spy; ipcress; british; worlds; danger; king; file; high; unprepared; treacherously; flies; artifacts
Before Dishonor,Peter David,david; comics; stopped; hulk; believed; spider; marvel; enemy; comic; thing; sigh; inward; strives; breathed; intractable; dismissed; starfleet; individuality; assumptions; threw
Reprisal,F. Paul Wilson (Goodreads Author),jonah; repairman; isbn; bearer; 90; reborn; jim; jack; wilson; carry; fixes; time; discovered; waiting; keeping; horror; 7653; born; identity; wheels
Last Sword of Power,David Gemmell,gemmell; sword; legend; hell; stop; hope; swath; rode; stemmed; power; wield; bloodthirsty; chained; blind; gates; swirling; leather; birthright; invincible; possessed
Doctor No,Ian Fleming,fleming; bond; local; dr; obstacle; natives; julius; jamaica; fisherman; mi6; rider; activity; enlist; quarrel; agony; steel; dispatched; measures; station; inexorably
Some Of Your Blood,Theodore Sturgeon,sturgeon; george; named; horror; confidential; theodore; therapy; 40; belonging; psychiatrist; traumatic; association; awards; hugo; unusual; anna; creates; philip; young; smith
Beast,Donna Jo Napoli (Goodreads Author),molk; mistake; transformation; lion; causes; redemption; seek; curse; discovered; kingdom; sets; turned; leave; prince; outside; brown; terrible; free; illustrator; makes
Starless Night,R.A. Salvatore,salvatore; drizzt; tsr; drow; mithril; brooding; noble; urden; place; hall; realms; dark; friends; city; serenity; tumult; wrestles; fend; menzoberranzan; designs
The Dragon Token,Melanie Rawn,daw; rawn; pol; invaders; dragon; roberson; prince; melanie; andry; greenberg; rohan; sunrunner; trilogy; desert; category; thorns; price; peace; ruins; exiles
Oblivion,Jennifer L. Armentrout (Goodreads Author),armentrout; ash; blood; weak; katy; thing; wanting; novella; trouble; series; flesh; need; jennifer; lynn; 2013; 1001; cuz; swartz; opal; spin
Dark Prince,David Gemmell,gemmell; alexander; parmenion; child; chaos; greece; legend; spirit; demon; king; believed; waylander; creatures; soul; save; drenai; troy; merged; seeress; novel
Live and Let Die,Ian Fleming,fleming; bond; realized; message; big; eyes; harlem; deepened; caribbean; drew; silk; smersh; baron; heavy; dress; operative; wills; shoulders; tracking; humour
The Man With the Golden Gun,Ian Fleming,fleming; bond; golden; win; jamaica; kgb; caribbean; colt; sabotage; mi6; assumed; arson; duel; smuggling; industrial; bullet; organization; 45; traveling; expanded
After Ever After,Jordan Sonnenblick,jeffrey; steven; drums; grade; pennsylvania; little; boy; jordan; inability; dangerous; league; escalating; teen; cute; worry; anymore; cancer; anger; circle; africa
The Legacy,R.A. Salvatore,salvatore; tsr; drizzt; mithril; realms; beleaguered; brie; pleasant; solemn; prosperity; rhythms; wed; halfling; dwarven; counts; deity; streams; unending; dark; spider
Skybowl,Melanie Rawn,daw; rawn; pol; dragon; roberson; prince; sunrunners; greenberg; melanie; invasion; trilogy; high; desert; category; thorns; ruins; force; exiles; fantasy; key
La Couleur de l'air,Enki Bilal,bilal; et; isbn; pages; dans; des; la; du; 978; au; son; il; le; memories; pourtant; même; chose; installment; deux; julia
Culottées #1,Pénélope Bagieu,qui; leur; pour; et; corpse; ladies; la; rebel; blog; comic; french; normes; sociale; méchante; époque; quinze; femmes; margaret; hors; femme
"Claymore, Vol. 1: Silver-eyed Slayer",Norihiro Yagi,manga; monster; village; humans; half; serialized; volumes; blood; mixing; slay; shot; nicknamed; japanese; disguise; transformed; eyed; jump; medieval; sword; claire
Whores and Other Feminists,Jill Nagle (Editor),sex; mildred; miss; workers; traditional; worst; witch; halloween; sophie; stretches; whores; postmodern; prostitutes; sexist; queer; performers; agatha; feminist; practices; industry
Helium,Rudy Francisco,slam; rudy; poetry; francisco; shared; poems; work; champion; diego; san; viewed; quotes; crowds; traveled; blending; critique; simultaneously; reflection; biting; rises
A Duke but No Gentleman,Alexandra Hawkins (Goodreads Author),goodreads; seduction; voting; wins; multiple; choice; lady; winners; authors; favors; marquess; deepened; achingly; tempt; heated; gentlemen; compete; won; books; wager
Able Seacat Simon: The Wartime Hero of the High Seas,Lynne Barrett-Lee (Goodreads Author),simon; cat; crew; novelist; amethyst; english; born; ship; british; poet; able; january; john; la; november; hong; kitten; kong; plucky; 1948
The Endless King,Dave Rudden (Goodreads Author),prize; borrowed; uk; centenary; dark; born; novelist; hardwick; pleasant; atmospheric; sunday; powerfully; home; kick; war; throws; knights; travelled; apocalypse; lessons
The Box Turtle,Vanessa Roeder,hobson; shell; box; cozy; error; cardboard; uses; dry; trial; weird; points; strangers; keeps; lucas; eventually; wonder; ariel; chair; safe; especially
Bloodstone,David Gemmell,gemmell; jerusalem; fiendish; feeds; shannow; riders; showdown; monstrous; jon; legend; 20; vicious; souls; legendary; returns; god; deadly; waylander; years; man
Thunderball,Ian Fleming,fleming; bond; largo; silk; looked; blue; james; money; hidden; plaything; suit; secretive; coral; emilio; girl; bombs; cream; tables; sultry; dark
Planet X,Evangeline Anderson (Goodreads Author),green; prisoner; planet; hank; kurt; bought; natives; possessive; sheltered; feral; fiercely; jungle; indomitable; crashes; telepathic; convict; starship; chained; loveless; uncharted
Culottées #2: Des femmes qui ne font que ce qu'elles veulent,Pénélope Bagieu,des; et; femmes; ont; corpse; qui; les; ladies; rebel; blog; comic; french; en; graphic; quinze; veulent; nouveaux; font; drôles; préjugés
The Hawk Eternal,David Gemmell,gemmell; sigarni; clans; legend; grants; mayhem; wreak; loner; come; ravaged; gate; extent; passage; unite; havoc; thief; territory; merciless; stronghold; parallel
Then Came Heaven,LaVyrle Spencer,spencer; regina; lavyrle; endearment; sister; st; joseph; life; beds; hummingbird; vows; fulfillment; avon; loss; sweet; girls; morning; sure; forgiving; raffin
Concrete,"Thomas Bernhard, David McLintock (Translator)",bernhard; translated; der; honegger; proceeds; sociopath; produces; inward; assert; austrian; directed; instantly; woes; viennese; dark; outward; distraction; profoundly; consuming; rage
Dove,Robin Lee Graham,dove; graham; sailed; pedro; 1965; port; 24; robin; foot; 16; solo; lee; san; voyage; 000; miles; california; returned; began; experiences
Simplify Your Life: 100 Ways to Slow Down and Enjoy the Things That Really Matter,Elaine St. James,simplicity; 000; life; taiwan; shipping; chinese; elaine; secretary; leisure; finances; improve; crave; antidote; foundation; powered; overwhelmed; satisfying; quality; proven; providing
Armadale,"Wilkie Collins, John Sutherland (Editor)",978; isbn; allan; connell; named; son; convoluted; father; deathbed; cousins; assumed; oxford; confession; fathers; victorian; wandering; letter; murderer; distant; plot
Dragonworld,"Byron Preiss, Michael Reaves",isbn; byron; dragons; illustrated; land; eighty; illustrations; mists; twilight; richly; ultimate; plunged; vividly; nations; shy; sweeping; dreamer; northern; voyage; creation
The Green Pharmacy: The Ultimate Compendium Of Natural Remedies From The World's Foremost Authority On Healing Herbs,James A. Duke,duke; crc; handbook; infections; folk; reduce; ranging; green; provides; plants; dr; press; easy; florida; costly; sore; aches; pains; laboratory; scores
Manual de Prestidigitação,Mário Cesariny,uma; surrealist; movement; em; autor; portuguese; como; com; das; poetry; profundamente; os; demasiado; conta; consciente; campos; breton; mario; maria; sido
H.G. Wells Classic Collection I,"H.G. Wells, Les Edwards (Illustrations)",welles; fiction; machine; invisible; moon; scientific; doctor; island; science; worlds; men; omnibus; fantastical; thrill; best; leather; engineering; wells; genetic; war
Family Blessings,LaVyrle Spencer,spencer; lee; greg; family; endearment; love; chris; widow; grief; beds; hummingbird; vows; fulfillment; avon; sweet; feelings; morning; lavyrle; forgiving; raffin
Polar Star,Martin Cruz Smith,renko; smith; fishing; 978; isbn; arkady; polar; park; simon; russia; awaited; schuster; enters; asked; martin; york; previous; investigate; sequel; murdered
Siege of Darkness,R.A. Salvatore,salvatore; der; tsr; brie; drizzt; hat; die; mithril; dem; und; realms; panther; menzoberranzan; vor; doch; bei; seiner; zum; ist; bruenor
Mystify the Magician,Katherine Applegate,applegate; ve; zoey; senna; land; real; christopher; exist; shouldn; welcome; 1996; series; ivan; 1994; wash; outsmarted; closing; merlin; visiting; waves
Sleeping in Flame,Jonathan Carroll,carroll; walker; nominee; fantasy; galen; edition; past; strong; love; abbey; language; austria; unresolved; resurfaced; screenwriter; merge; coffee; reputed; jonathan; undo
E Pluribus Unicorn,Theodore Sturgeon,sturgeon; ss; weird; tales; nov; mar; magazine; theodore; die; saucer; zane; silken; 52; uk; teddy; scars; maestro; contents; swift; dime
"Booker T. Washington: The Wizard of Tuskegee, 1901-1915",Louis R. Harlan,harlan; washington; booker; blacks; volume; louis; careers; acclaim; bois; plates; pp; methods; opposition; completes; volumes; leadership; 1973; 1901; determine; historian
Nachtboek van een slapeloze,Patricia De Martelaere,zijn; hij; amsterdam; van; een; essays; patricia; niet; nacht; dat; dit; prize; en; essay; het; unexpected; philosophy; op; answer; owl
The Nature of Things,"Lucretius, A.E. Stallings (Translator), Richard Jenkyns (Introduction)",stallings; poetry; penguin; poem; nature; translation; classic; poems; translators; seventy; geology; bookshelf; cosmology; governed; illustrates; bases; verse; publisher; disciplines; greenblatt
Wolf Tales,Kate Douglas (Goodreads Author),collective; collaborative; multiple; pen; stefan; novels; notable; names; written; authors; feels; primal; ruthlessly; rescuer; inhibitions; pressing; awakening; commanding; blizzard; ecstasy
Fear the Fantastic,Katherine Applegate,applegate; everworld; christopher; zoey; ka; anor; olympus; 1996; exist; shouldn; welcome; series; ivan; 1994; land; real; know; waves; pupper; endling
Tweets from Tahrir,"Nadia Idle (Editor), Alex Nunns (Editor)",revolution; twitter; bread; pepper; roses; candidate; jeremy; uprising; egypt; alex; labour; square; rise; politics; book; using; people; narrative; red; political
Double Lives: Spies and Writers in the Secret Soviet War of Ideas Against the West,Stephen Koch,koch; journal; magazine; propaganda; gide; announced; network; untold; hemingway; dos; previously; soviet; story; men; ends; intrigue; international; outside; used; john
Dog and Dragon,Dave Freer (Goodreads Author),goodreads; dragon; defender; voting; wins; multiple; choice; winners; power; flung; authors; prophecy; won; books; shadow; awards; verified; users; magical; young
Umar Bin Abdul Aziz,Darussalam,brunei; umar; islamic; principles; al; great; appreciate; muslims; bin; freedoms; governed; honoring; deprived; equality; reforms; specifically; mutual; distinguished; exceptional; ibn
Eyes Ever to the Sky,Katie French (Goodreads Author),hugh; narrator; ministry; gore; wakes; memory; stumbles; graham; maggie; brigadier; smoldering; bipolar; bleeding; crater; door; superpowers; spies; chooses; troubles; frightened
داستانهای ایران باستان,Ehsan Yarshater,از; persian; iranian; tehran; iran; به; داستان; توسط; در; university; studies; eds; ed; cambridge; professor; york; london; dar; های; ایران
The Final Storm,Wayne Thomas Batson (Goodreads Author),chapter; alleble; paragor; glimpse; aidan; extended; eliam; gwenne; antoinette; chapters; storm; readers; realm; final; original; human; witness; eyes; learn; lost
A Fine White Dust,Cynthia Rylant,pete; rylant; cynthia; man; understand; savior; ax; invites; books; meeting; certainly; murderer; convinced; saved; souls; imagine; actually; waiting; join; say
An Unsuitable Job for a Woman,P.D. James,dalgliesh; james; faint; callender; accessed; twisting; neck; official; cambridge; scent; hanging; gray; sins; hires; trace; investigator; mouth; 09; trail; mark
The Rise of the Wyrm Lord,Wayne Thomas Batson (Goodreads Author),alleble; antoinette; paragor; glimpse; aidan; eliam; gwenne; robby; paragory; king; realm; enter; storm; human; witness; eyes; wyrm; turmoil; lynn; scrolls
Imaginary Homelands: Essays and Criticism 1981-1991,Salman Rushdie,rushdie; politicians; perceived; fundamentalism; 74; racial; contemporaries; colonialism; prejudice; containing; expression; essays; subjects; covers; masters; religious; range; film; party; imagination
Outside The Dog Museum,Jonathan Carroll,carroll; nominee; museum; dog; fantasy; harry; galen; edition; advantage; undertaking; inexplicable; radcliffe; unreal; architecture; architect; wooed; sultan; ominous; breakdown; weave
Discover the Destroyer,Katherine Applegate,senna; applegate; zoey; everworld; reason; exist; shouldn; welcome; 1996; david; series; place; ivan; 1994; disappears; waves; residents; surviving; jalil; pupper
Revealed,Evangeline Anderson (Goodreads Author),green; kindred; free; bond; challenge; warrior; kill; hank; blood; doesn; truth; set; know; possessive; arises; delights; hesitation; youtube; torturing; loveless
Justice,Ian Irvine (Goodreads Author),johnstone; tali; hightspall; doug; faber; ossians; armies; trilogy; beat; tombstoning; epic; strathclyde; upcoming4; yarn; touchstone; carved; converge; stuffed; sfx; resurrected
The Ruins of Ambrai,Melanie Rawn,daw; rawn; war; dragon; roberson; magic; generations; greater; greenberg; threat; melanie; trilogy; category; thorns; land; ruins; perceived; constraints; crippling; persecution
Land of Loss,Katherine Applegate,applegate; zoey; everworld; exist; shouldn; welcome; david; alive; 1996; don; series; know; elephants; mythological; permanent; immortals; anytime; defies; wolves; consider
The Pioneers,"James Fenimore Cooper, James D. Wallace (Editor)",cora; settlers; ownership; series; standard; association; cooper; competing; providing; frontier; classics; uses; realistic; backdrop; native; publication; text; describes; americans; brilliantly
The Language Inside,Holly Thompson (Goodreads Author),green; emma; japan; massachusetts; grandmother; hank; poems; center; care; stay; youtube; fault; awesome; book; john; indianapolis; soup; lowell; breast; cambodian
Darien: Guardian Angel of Jesus,Roger Elwood,elwood; jesus; darien; crucified; deepen; daunting; responsibility; acting; introduced; creator; guardian; angel; originally; intriguing; doubt; christ; sf; honor; continuum; understanding
Pura Vida,José María Mendiluce,una; en; la; por; su; yugoslavia; madrid; hometown; parliament; josé; premio; represented; politician; representative; gay; tiene; tipo; onu; nuevo; intención
"Blown to Bits: Your Life, Liberty, and Happiness After the Digital Explosion","Hal Abelson, Harry Lewis, Ken Ledeen",mit; digital; bits; computer; explosion; internet; app; speech; programs; inventor; free; expression; tv; software; science; mathematics; introductory; engineering; information; computers
Pursued,Evangeline Anderson (Goodreads Author),green; inside; unstable; relive; breed; bare; wildest; tied; fractured; chase; jungles; kindred; pursued; scarred; background; hank; refuses; blue; remember; bond
Revive,Nina Levine (Goodreads Author),green; nash; demons; complicated; hank; fight; revive; distracts; carr; consume; crashes; harmless; unwanted; refusing; youtube; regret; walker; heartbreak; fault; hides
Redburn: His First Voyage,"Herman Melville, Michael Wilson (Editor)",melville; early; herman; appealing; hardwick; watersgreen; hustler; homosexual; expressed; sorrow; ruined; stricken; walking; passage; elizabeth; mood; canon; review; editions; meeting
Der Incal Bd. 5: In weiter Ferne,"Alejandro Jodorowsky, Mœbius",jodorowsky; mit; dem; die; der; topo; des; alejandro; el; nachdem; incal; ausgabe; vor; dieser; difool; wurde; geschichte; moebius; ein; um
Rebellion,Ian Irvine (Goodreads Author),johnstone; rix; fortress; holds; war; doug; faber; ossians; lost; hightspall; tali; traitors; captors; beat; countries; refugees; chain; myths; family; flames
Angelwalk,Roger Elwood,elwood; darien; lucifer; god; earth; sf; choose; continuum; anthology; anthologies; roger; 1974; fiction; sending; confused; letting; stories; 1973; creator; satan
Vengeance,Ian Irvine (Goodreads Author),johnstone; tali; rix; doug; faber; ossians; murder; beat; mother; masked; tombstoning; strathclyde; hightspall; uncovered; tormented; upcoming4; watched; killers; powerless; repeat
How to Talk Dirty and Influence People,Lenny Bruce,bruce; lenny; censorship; proved; insert; exposing; racism; pioneer; photo; conversational; tapes; extent; echoes; released; sides; focus; religion; impact; sharp; influence
Dismantled,Jennifer McMahon (Goodreads Author),lacour; tess; okay; young; adult; cabin; dutton; accolades; buena; adults; henry; group; summer; hold; books; leads; secrets; postcard; triggered; mcmahon
Dark is the Moon,Ian Irvine (Goodreads Author),johnstone; karan; rulke; llian; construct; doug; gate; faber; ossians; succeed; trapped; beat; tombstoning; strathclyde; upcoming4; yggur; perfecting; mendark; fail; eternity
Forever with You,Jennifer L. Armentrout (Goodreads Author),armentrout; nick; steph; ash; blood; novella; series; flesh; free; jennifer; lynn; away; 2013; stephanie; temporary; 1001; rips; assured; blowing; irresistibly
The Source of Magic,Piers Anthony,anthony; bink; piers; king; xanth; magic; harried; orders; thwart; protector; ordered; determine; managed; goal; expect; carry; unseen; trent; reach; companions
Mardi: And a Voyage Thither,"Herman Melville, Michael Wilson (Editor)",melville; novels; fiction; herman; watersgreen; splendid; samples; believable; musings; dick; descriptions; philosophical; autobiographical; canon; editions; seas; places; gay; contains; south
In the Realm of Hungry Ghosts: Close Encounters with Addiction,Gabor Maté,maté; addiction; drugs; drug; view; trauma; health; easy; substance; vancouver; palestine; harm; decriminalization; continuum; enlightening; aiding; observes; diligently; cheat; combating
L'Incal Lumière,"Alejandro Jodorowsky, Mœbius",jodorowsky; et; dans; le; incal; topo; la; aux; les; univers; alejandro; el; leur; une; des; se; film; holy; première; mystique
Tuning Hearts ( A Piano Tuner's Tale ),Philip Shapiro (Goodreads Author),gaiman; hearted; amusing; peek; craft; anecdotes; interesting; informative; mysteries; facts; biography; belief; intimate; surprising; dying; popular; art; light; read; good
The Way Between the Worlds,Ian Irvine (Goodreads Author),johnstone; worlds; doug; rulke; charon; faber; ossians; rift; prepares; falsely; betraying; llian; permanently; karan; unstoppable; mirror; accused; captive; rising; sensitive
Cat O' Nine Tales: And Other Stories,"Jeffrey Archer, Ronald Searle (Illustrator)",searle; ships; 35; 25; usa; days; ronald; drawings; st; cartoons; geoffrey; prisoner; war; illustration; prisoners; museum; satirical; singapore; artist; 1945
The Morning River,W. Michael Gear,gear; kathleen; willow; maria; neal; river; richard; colorado; people; spirit; archaeologist; springs; begins; beautiful; bostonian; timid; beaten; robbed; heals; unwitting
Ambiguous Adventure,"Cheikh Hamidou Kane, Katherine Woods (Translator)",france; experiences; novel; man; african; islamic; spiritual; roots; paris; heinemann; melville; boy; recite; royale; grande; french; asks; teaches; starts; relative
The Climb: Tragic Ambitions on Everest,"Anatoli Boukreev, G. Weston DeWalt",climb; pr; 1998; ambitions; st; martin; tragic; disaster; air; mountain; jon; account; expedition; mount; 1996; allegations; book; 1997; concerning; reviewer
Winning Chess Strategies,Yasser Seirawan,chess; right; advantages; teaches; overview; strategies; proven; principles; players; build; effective; pieces; range; moves; using; complete; small; championship; match; long
Another Day,David Levithan (Goodreads Author),justin; levithan; day; rhiannon; cohn; dash; push; morning; lily; ely; adult; playlist; norah; boy; naomi; young; perfect; tells; rachel; nick
Reckless,Cecily von Ziegesar (creator),ziegesar; tinsley; callie; gossip; jenny; brett; von; roommate; girl; easy; waverly; ghost; griggs; happen; cecily; series; nightingale; body; nose; somebody
Lost in Wanderlust,Karina Halle (Goodreads Author),moore; ing; jamie; jour; chris; film; hell; freckleface; strawberry; role; slightly; fer; selves; actress; lad; wine; mis; lows; throat; po
Coyote Summer,W. Michael Gear,gear; kathleen; richard; neal; willow; mountains; endless; colorado; philosophy; river; cultures; people; archaeologist; white; spirit; springs; different; meaningless; illumination; expanse
Fall with Me,Jennifer L. Armentrout (Goodreads Author),armentrout; reece; ash; blood; novella; series; flesh; ago; let; night; jennifer; lynn; anders; bartender; 2013; messed; broke; 1001; forgiveness; hate
My Hometown,S.J.D. Peterson (Goodreads Author),rice; jimmy; eric; oliver; vampire; hometown; pursue; anne; lestat; decide; isbn; orleans; christ; friend; rancher; arises; cheater; residency; flamboyant; retire
Unforgettable,Cecily von Ziegesar (creator),ziegesar; gossip; jenny; sharing; von; waverly; girl; guilty; callie; didn; ghost; late; boyfriend; easy; griggs; cecily; series; stop; night; nightingale
"Thuvia, Maid of Mars","Edgar Rice Burroughs, Michael Whelan (Illustrator)",whelan; bench; love; mars; beneath; red; michael; science; cold; art; isbn; fantasy; angrily; supports; heated; exclamation; smooth; princes; polished; displeasure
SURVIVOR,Philip Shapiro (Goodreads Author),gaiman; prophetic; cautionary; britain; distant; happen; brutal; future; tale; mcfarlane; comics; sandman; palmer; spawn; series; graveyard; omens; neil; comic; dc
Tetrarch: A Tale Of The Three Worlds,Ian Irvine (Goodreads Author),johnstone; tiaan; flawed; irisis; knees; nish; santhenar; rests; void; sign; ending; individuals; doug; faber; ossians; shows; worse; hands; forces; beat
Lucky,Cecily von Ziegesar (creator),ziegesar; jenny; gossip; von; party; girl; tiffany; lighter; announces; bash; expelled; tensions; dean; julian; ghost; burned; tinsley; callie; haired; waverly
Alchymist: A Tale Of The Three Worlds,Ian Irvine (Goodreads Author),johnstone; humanity; useless; swarming; constructs; clankers; doug; faber; wily; scrutator; xervish; lyrinx; rendering; flydd; dependent; condemned; aachim; ossians; pits; failed
The Power,Jennifer L. Armentrout (Goodreads Author),seth; josie; armentrout; titans; ash; blood; novella; series; bloods; flesh; jennifer; lynn; 2013; 1001; spin; power; 2015; 2014; prequel; 2012
Tempted,Cecily von Ziegesar (creator),ziegesar; gossip; jenny; von; callie; girl; elite; easy; ghost; knows; school; unveil; expulsion; halloween; spot; talked; griggs; cecily; heart; series
Slow Heat,Jill Shalvis (Goodreads Author),wade; shalvis; novella; harbor; lucky; anthology; catcher; holiday; jill; sam; girlfriend; source; needs; christmas; night; sexy; heat; series; instant; webpage
The Guinness Book Of Names,Leslie Dunkling,names; guinness; dictionary; sinner; amusing; come; evolve; informative; street; mean; answers; questions; think; volume; popular; easy; longman; really; american; city
Ποιήματα,"Kiki Dimoula, Κική Δημουλά",το; greek; 1994; 1988; 1956; ποτέ; του; τα; της; και; 1958; 03; wayback; athens; machine; prize; archived; poetry; poet; translation
على هامش الثورة: ذكريات ثورية,عبد الرحمن جمال,mosque; الأولى; في; من; الثورة; تاريخ; مصر; الذي; al; أو; التي; هذا; bin; riyadh; ft; ash; arabic; islam; neighborhood; كاملة
Twilight Sleep,"Edith Wharton, Laura Duffy (Artist), Brooke Zimmer (Designed by)",twilight; illinois; sleep; google; dictionary; eds; undoing; remarkably; infatuation; wittily; masterfully; crust; occult; edith; emptiness; mrs; boredom; satirical; encyclopedia; upper
"Mirror, Mirror on the Wall: The Diary of Bess Brennan",Barry Denenberg,journal; bess; blind; depression; overcome; accident; myers; durbin; emerson; expedition; trail; face; set; school; dean; great; recording; new; soldier; assists
